timestamp,region,consumption_mw,city,latitude,longitude,temperature,temperature_feels_like,humidity,wind_speed,precipitation,cloud_cover,pressure,date,is_holiday,is_holiday_eve,is_holiday_after,days_to_holiday,days_from_holiday,holiday_name,hour,day_of_week,day_of_month,month,quarter,day_of_year,week_of_year,is_weekend,is_business_hour,sin_hour,cos_hour,sin_day_of_week,cos_day_of_week,sin_month,cos_month,sin_day_of_year,cos_day_of_year
2021-01-01 00:00:00,Alentejo,315.29834134032296,Évora,38.57,-7.91,8.564194930780356,8.05347361980379,100.0,10.214426219531314,3.978291747638984,89.0431263967402,1018.5084946843947,2021-01-01,1,0,0,46,999,Ano Novo,0,4,1,1,1,1,53,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 01:00:00,Alentejo,293.3865205163351,Évora,38.57,-7.91,8.312618461997896,7.582370933290967,91.6290732077929,14.604950574138579,0.009569030772859387,90.03447032090969,1008.9714543005662,2021-01-01,1,0,0,46,999,Ano Novo,1,4,1,1,1,1,53,0,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 02:00:00,Alentejo,413.9135108283875,Évora,38.57,-7.91,9.745539379611994,9.105850242292831,90.21174075991544,12.793782746383261,0.18102516460617524,79.9543796310571,1013.9558467093208,2021-01-01,1,0,0,46,999,Ano Novo,2,4,1,1,1,1,53,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 03:00:00,Alentejo,407.5309141081814,Évora,38.57,-7.91,8.826607591523636,8.376967123334696,95.31272793780403,8.99280936377881,0.0,27.422985476135086,1012.245360779259,2021-01-01,1,0,0,46,999,Ano Novo,3,4,1,1,1,1,53,0,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 04:00:00,Alentejo,459.8283531948243,Évora,38.57,-7.91,8.419136258335172,7.80068645862538,85.86707786343848,12.368995994195831,0.0,49.31812712168089,1012.3667547532237,2021-01-01,1,0,0,46,999,Ano Novo,4,4,1,1,1,1,53,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 05:00:00,Alentejo,468.52488721105374,Évora,38.57,-7.91,7.471405634228356,7.055708229118724,84.53403600513033,8.313948102192633,0.0,38.70627493942567,1014.440445780715,2021-01-01,1,0,0,46,999,Ano Novo,5,4,1,1,1,1,53,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 06:00:00,Alentejo,455.4229136512738,Évora,38.57,-7.91,10.240538648595331,9.634012669005973,82.89082884373597,12.130519591787166,0.0,42.61869012344927,1010.729788770314,2021-01-01,1,0,0,46,999,Ano Novo,6,4,1,1,1,1,53,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 07:00:00,Alentejo,540.2214502184495,Évora,38.57,-7.91,10.097969327858351,9.793332276530858,82.80630749452641,6.092741026549874,0.5094882623618108,80.94386139431768,1012.4977591710066,2021-01-01,1,0,0,46,999,Ano Novo,7,4,1,1,1,1,53,0,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 08:00:00,Alentejo,535.2850951859068,Évora,38.57,-7.91,12.394892000776519,12.055341964264072,81.84767299398699,6.79100073024896,1.4856987217736148,60.76829409969902,1008.6195758775932,2021-01-01,1,0,0,46,999,Ano Novo,8,4,1,1,1,1,53,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 09:00:00,Alentejo,495.79709551733083,Évora,38.57,-7.91,11.808644454623678,11.230961850954543,76.96724758870474,11.5536520733827,3.2009883616047254,84.275872093088,1014.467145589456,2021-01-01,1,0,0,46,999,Ano Novo,9,4,1,1,1,1,53,0,1,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 10:00:00,Alentejo,610.7047234347101,Évora,38.57,-7.91,11.441259081366493,10.83048450250092,76.56635725086107,12.215491577311477,0.0,51.28059606480372,1013.1479225392084,2021-01-01,1,0,0,46,999,Ano Novo,10,4,1,1,1,1,53,0,1,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 11:00:00,Alentejo,611.4006190975664,Évora,38.57,-7.91,13.269481151210002,12.689904676898225,64.7891734149193,11.591529486235547,0.0,28.79715135607363,1009.5738961004638,2021-01-01,1,0,0,46,999,Ano Novo,11,4,1,1,1,1,53,0,1,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 12:00:00,Alentejo,662.1612057982276,Évora,38.57,-7.91,12.043250789693268,11.488828851261417,74.74288399136873,11.088438768637033,6.046943790074275,100.0,1015.5875399698684,2021-01-01,1,0,0,46,999,Ano Novo,12,4,1,1,1,1,53,0,1,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 13:00:00,Alentejo,669.6424188927551,Évora,38.57,-7.91,13.732285924226929,13.224837555050117,82.27061122222341,10.148967383536247,4.342812120840492,78.49975151126114,1008.2142730987642,2021-01-01,1,0,0,46,999,Ano Novo,13,4,1,1,1,1,53,0,1,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 14:00:00,Alentejo,667.0394223131343,Évora,38.57,-7.91,10.672629386771476,10.073088600705855,79.03195978671299,11.990815721312424,0.0,41.26390225324731,1007.8294602164094,2021-01-01,1,0,0,46,999,Ano Novo,14,4,1,1,1,1,53,0,1,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 15:00:00,Alentejo,629.1468343121112,Évora,38.57,-7.91,13.422025311063802,12.762830054212714,76.49800456157327,13.183905137021782,0.0,53.22869743466889,1012.9806185203524,2021-01-01,1,0,0,46,999,Ano Novo,15,4,1,1,1,1,53,0,1,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 16:00:00,Alentejo,619.788308694132,Évora,38.57,-7.91,11.453232890225467,10.97324359459126,79.48938345964231,9.599785912684151,3.7050981582627016,79.79146130507769,1009.5031860196691,2021-01-01,1,0,0,46,999,Ano Novo,16,4,1,1,1,1,53,0,1,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 17:00:00,Alentejo,544.3723420136636,Évora,38.57,-7.91,9.684380478398996,8.914929591777506,75.54332952896378,15.389017732429785,0.0,46.273833832933875,1013.0280006360468,2021-01-01,1,0,0,46,999,Ano Novo,17,4,1,1,1,1,53,0,1,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 18:00:00,Alentejo,504.8473345161779,Évora,38.57,-7.91,10.77695321170095,10.392053596395971,86.89836425360971,7.697992306099585,0.0,44.6497344180623,1010.3009150121441,2021-01-01,1,0,0,46,999,Ano Novo,18,4,1,1,1,1,53,0,1,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 19:00:00,Alentejo,365.1480102979232,Évora,38.57,-7.91,9.342061006730912,8.957844201133424,98.22103838103772,7.68433611194974,1.8863556822826653,77.52445473386432,1016.6036734166568,2021-01-01,1,0,0,46,999,Ano Novo,19,4,1,1,1,1,53,0,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 20:00:00,Alentejo,363.9353881329293,Évora,38.57,-7.91,9.984010836818964,9.395917991276864,91.83658116119949,11.761856910842013,0.0,61.45069701505517,1013.3238072242918,2021-01-01,1,0,0,46,999,Ano Novo,20,4,1,1,1,1,53,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 21:00:00,Alentejo,260.15680869594206,Évora,38.57,-7.91,10.76147174018819,10.280952607503691,89.08457132700443,9.610382653689989,0.0,55.34721872569535,1013.0400496098063,2021-01-01,1,0,0,46,999,Ano Novo,21,4,1,1,1,1,53,0,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
2021-01-01 22:00:00,Alentejo,283.06474685766,Évora,38.57,-7.91,9.201000977723814,8.703756734605244,100.0,9.944884862371381,0.47484196948740215,81.15192158183386,1013.5052841420257,2021-01-01,1,0,0,46,999,Ano Novo,22,4,1,1,1,1,53,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
