timestamp,energy_consumption,temperature,humidity
2023-01-01 00:00:00,1038.2069696565493,14.202955337314794,58.956364074485116
2023-01-01 01:00:00,1091.4340744257388,11.482414869660484,66.26871647926538
2023-01-01 02:00:00,1156.1432270746877,16.58473590326524,74.63468153626285
2023-01-01 03:00:00,1184.007406622887,18.248753625646287,62.36298105851767
2023-01-01 04:00:00,1158.590556708021,17.726962415910716,50.25545312869167
2023-01-01 05:00:00,1219.1979952163424,17.18692751327941,74.07568219103624
2023-01-01 06:00:00,1171.8787184289533,14.447792936036134,64.32270029929687
2023-01-01 07:00:00,1312.851604695902,13.836012522711814,45.476246215077396
2023-01-01 08:00:00,1221.0197784796815,11.23617515417501,52.95535600873341
2023-01-01 09:00:00,1144.2302582232378,18.193077918197684,66.93614544938728
2023-01-01 10:00:00,1158.8541546907861,13.663378421210009,56.17838541825179
2023-01-01 11:00:00,1222.930155319579,11.842509522529912,55.77308977733461
2023-01-01 12:00:00,1138.7816551174706,15.035602995894202,76.7899255703717
2023-01-01 13:00:00,1032.959368939437,11.72539516526606,65.38464772476057
2023-01-01 14:00:00,955.2643562935084,9.067808049297868,55.086400474364005
2023-01-01 15:00:00,919.6316549350779,15.201895294085393,67.74902396637621
2023-01-01 16:00:00,825.3271711068544,9.020855662268152,82.85423662778402
2023-01-01 17:00:00,950.3235984277263,14.113129001283978,57.77010270987467
2023-01-01 18:00:00,849.4135545423059,17.180663957637904,43.09066323956789
2023-01-01 19:00:00,824.6667078778677,12.593497471904882,68.93507121970097
2023-01-01 20:00:00,900.4158416850698,12.592680534942849,51.92636047238295
2023-01-01 21:00:00,802.9114050380656,15.167329784728556,62.41585534690446
2023-01-01 22:00:00,881.7395703933469,14.862295510316304,60.593292147538804
2023-01-01 23:00:00,986.4542140295398,16.81128523927411,66.86167869592336
2023-01-02 00:00:00,1215.6502244542592,11.756370108013062,56.04899534964428
2023-01-02 01:00:00,1267.966050522709,19.29619348319443,71.5408164619996
2023-01-02 02:00:00,1300.7221636821573,16.083241886584155,70.40262879030124
2023-01-02 03:00:00,1372.123975916004,15.989625228591143,67.36795145880471
2023-01-02 04:00:00,1397.4018395088117,17.341611020731083,77.75623904747104
2023-01-02 05:00:00,1456.9016707784524,18.38514208676777,58.27056895436041
2023-01-02 06:00:00,1347.4442715828102,17.418094019468924,47.25447475234976
2023-01-02 07:00:00,1356.0549841156653,19.71749407922382,54.16496188215923
2023-01-02 08:00:00,1309.7259379819425,18.73886746678891,51.220376976283255
2023-01-02 09:00:00,1356.8356852659524,15.706944631932405,66.74917629686207
2023-01-02 10:00:00,1267.037292107281,19.503206917366576,59.016261037228176
2023-01-02 11:00:00,1288.0878592997933,19.0998775898015,57.27332015733726
2023-01-02 12:00:00,1068.9091946985413,12.331847981931867,56.54548968554576
2023-01-02 13:00:00,1161.4558619865138,16.58244520631322,62.769868149258606
2023-01-02 14:00:00,1145.8381719185961,12.729854057335514,64.85316293254314
2023-01-02 15:00:00,1079.3021609078273,12.223600633558387,56.18719043607232
2023-01-02 16:00:00,1011.5793622329487,17.768920390033905,57.47932644351949
2023-01-02 17:00:00,973.3235658907425,12.527033661798782,59.94494054816049
2023-01-02 18:00:00,959.5839745221774,14.87202075189444,65.77057255958074
2023-01-02 19:00:00,1032.838769297925,8.393353360535668,87.58708532341853
2023-01-02 20:00:00,1055.3413973502045,15.132858722342132,73.09022537286023
2023-01-02 21:00:00,1082.006786204439,17.78622152486941,43.98693140244002
2023-01-02 22:00:00,1056.5427401816023,14.921751999745211,59.02375870682248
2023-01-02 23:00:00,1119.105672106724,19.298856853483677,43.298535791698825
2023-01-03 00:00:00,1138.0310861823323,14.76197679049211,71.04439943984937
2023-01-03 01:00:00,1212.075346250392,15.928468648434546,60.05624542660297
2023-01-03 02:00:00,1272.6246693718276,11.038629730751644,56.67009198348336
2023-01-03 03:00:00,1317.2319537298183,14.156336889081716,61.91915756915956
2023-01-03 04:00:00,1412.3366752199436,11.445014608899228,74.39748234598807
2023-01-03 05:00:00,1401.8540375859448,13.213945609094576,63.24273715732563
2023-01-03 06:00:00,1343.0735422975345,16.06521753622147,68.1805046047362
2023-01-03 07:00:00,1307.8252109715397,12.637902117159499,59.83433611191057
2023-01-03 08:00:00,1404.9401114894824,9.915880822584693,59.978333034600496
2023-01-03 09:00:00,1376.96043913546,13.737491473129266,60.453031723030506
